case_id,argmax_foreground_mean_dice,rankseg_foreground_mean_dice,argmax_foreground_mean_iou,rankseg_foreground_mean_iou,delta_dice,delta_iou,cluster_id
patient041_frame01,0.9334606370354505,0.9313658902057544,0.8762140301681071,0.8726756360873728,-0.0020947468296960148,-0.0035383940807343084,patient041
patient041_frame11,0.907063619640934,0.9063847529560086,0.8325694346999825,0.8316179978004469,-0.0006788666849253389,-0.0009514368995355849,patient041
patient042_frame01,0.9471324589561186,0.9475410404331144,0.9011026385250425,0.9017489356867002,0.00040858147699573966,0.0006462971616577606,patient042
patient042_frame16,0.9092768123928652,0.9031046388048436,0.8375346256505516,0.8283681547014582,-0.006172173588021579,-0.009166470949093397,patient042
patient043_frame01,0.9304378635179918,0.9317453233033263,0.8722334102293975,0.8746546594546394,0.0013074597853344194,0.002421249225241895,patient043
patient043_frame07,0.91162293220214,0.9118375477659169,0.8388289531209224,0.8392557012116781,0.00021461556377688762,0.00042674809075571307,patient043
patient044_frame01,0.9381780487793382,0.9379071913395735,0.8847067896887969,0.884290102394271,-0.00027085743976473786,-0.00041668729452593034,patient044
patient044_frame11,0.899820572011531,0.9011752998454794,0.8203828596910405,0.8225463423123132,0.0013547278339484103,0.002163482621272639,patient044
patient045_frame01,0.9225452425296495,0.9108139225098206,0.8585882905979823,0.8398169795748012,-0.011731320019828906,-0.01877131102318108,patient045
patient045_frame13,0.9330394455911005,0.9337071917644034,0.8755407355775165,0.8766871222420031,0.0006677461733028967,0.0011463866644865206,patient045
patient046_frame01,0.9394187584009855,0.9394542218168995,0.8868632894637685,0.8869297472922647,3.5463415913983276e-05,6.645782849623583e-05,patient046
patient046_frame10,0.8874576472943175,0.8931525277373198,0.7981459282691779,0.8073845579655532,0.005694880443002259,0.009238629696375344,patient046
patient047_frame01,0.9292583648066178,0.9279462801201057,0.8698244342581688,0.8674685759627593,-0.001312084686512116,-0.0023558582954095186,patient047
patient047_frame09,0.8999938404887633,0.8996526832708766,0.820710715263961,0.8202109235885837,-0.000341157217886745,-0.0004997916753772813,patient047
patient048_frame01,0.9121838680648495,0.9125144413406838,0.839825375551465,0.8403137283222696,0.0003305732758343005,0.000488352770804612,patient048
patient048_frame08,0.9231592416514882,0.9212863749746485,0.8580372502836032,0.8550090173953174,-0.001872866676839724,-0.003028232888285798,patient048
patient049_frame01,0.8768392508012979,0.8711571777456749,0.7813893051581905,0.7725903122040091,-0.00568207305562296,-0.008798992954181406,patient049
patient049_frame11,0.8851719587872591,0.7750441112688433,0.8028836601084057,0.6633595529577488,-0.11012784751841576,-0.13952410715065688,patient049
patient050_frame01,0.9240598329934334,0.922846594473088,0.8608501587730494,0.8581870798870096,-0.0012132385203453833,-0.0026630788860397825,patient050
patient050_frame12,0.8941472877616258,0.8808160544601881,0.813507916807186,0.7929981614421465,-0.013331233301437706,-0.020509755365039517,patient050
patient051_frame01,0.9373851291815102,0.9355963447699575,0.8847161067134998,0.8818173840398366,-0.001788784411552724,-0.002898722673663201,patient051
patient051_frame11,0.9252458504517912,0.9182028461771318,0.8625480710437256,0.8513611778426817,-0.007043004274659426,-0.011186893201043824,patient051
patient052_frame01,0.9297619923659202,0.9294205029947614,0.8710390851824842,0.8704274335745329,-0.000341489371158743,-0.0006116516079512913,patient052
patient052_frame09,0.8835830667497868,0.8844487330126336,0.7963439631511499,0.797668687825558,0.000865666262846787,0.0013247246744081398,patient052
patient053_frame01,0.9521056171538671,0.9516201672924126,0.9094846809183085,0.9086054259312091,-0.00048544986145449,-0.0008792549870993982,patient053
patient053_frame12,0.9336875257172911,0.9345509290022752,0.8768020555368009,0.87832523015416,0.0008634032849841322,0.0015231746173590688,patient053
patient054_frame01,0.9026604377466388,0.8983749012538489,0.82822506705386,0.8221067563583512,-0.004285536492789954,-0.006118310695508833,patient054
